class,descriptor,description,type
RDF,RDF130m,Radial distribution function - 130 / weighted by relative mass,3D
RDF,RDF135m,Radial distribution function - 135 / weighted by relative mass,3D
RDF,RDF140m,Radial distribution function - 140 / weighted by relative mass,3D
RDF,RDF145m,Radial distribution function - 145 / weighted by relative mass,3D
RDF,RDF150m,Radial distribution function - 150 / weighted by relative mass,3D
RDF,RDF155m,Radial distribution function - 155 / weighted by relative mass,3D
RDF,RDF10v,Radial distribution function - 010 / weighted by relative van der Waals volumes,3D
RDF,RDF15v,Radial distribution function - 015 / weighted by relative van der Waals volumes,3D
RDF,RDF20v,Radial distribution function - 020 / weighted by relative van der Waals volumes,3D
RDF,RDF25v,Radial distribution function - 025 / weighted by relative van der Waals volumes,3D
RDF,RDF30v,Radial distribution function - 030 / weighted by relative van der Waals volumes,3D
RDF,RDF35v,Radial distribution function - 035 / weighted by relative van der Waals volumes,3D
RDF,RDF40v,Radial distribution function - 040 / weighted by relative van der Waals volumes,3D
RDF,RDF45v,Radial distribution function - 045 / weighted by relative van der Waals volumes,3D
RDF,RDF50v,Radial distribution function - 050 / weighted by relative van der Waals volumes,3D
RDF,RDF55v,Radial distribution function - 055 / weighted by relative van der Waals volumes,3D
RDF,RDF60v,Radial distribution function - 060 / weighted by relative van der Waals volumes,3D
RDF,RDF65v,Radial distribution function - 065 / weighted by relative van der Waals volumes,3D
RDF,RDF70v,Radial distribution function - 070 / weighted by relative van der Waals volumes,3D
RDF,RDF75v,Radial distribution function - 075 / weighted by relative van der Waals volumes,3D
RDF,RDF80v,Radial distribution function - 080 / weighted by relative van der Waals volumes,3D
RDF,RDF85v,Radial distribution function - 085 / weighted by relative van der Waals volumes,3D
RDF,RDF90v,Radial distribution function - 090 / weighted by relative van der Waals volumes,3D
RDF,RDF95v,Radial distribution function - 095 / weighted by relative van der Waals volumes,3D
RDF,RDF100v,Radial distribution function - 100 / weighted by relative van der Waals volumes,3D
RDF,RDF105v,Radial distribution function - 105 / weighted by relative van der Waals volumes,3D
RDF,RDF110v,Radial distribution function - 110 / weighted by relative van der Waals volumes,3D
RDF,RDF115v,Radial distribution function - 115 / weighted by relative van der Waals volumes,3D
RDF,RDF120v,Radial distribution function - 120 / weighted by relative van der Waals volumes,3D
RDF,RDF125v,Radial distribution function - 125 / weighted by relative van der Waals volumes,3D
RDF,RDF130v,Radial distribution function - 130 / weighted by relative van der Waals volumes,3D
RDF,RDF135v,Radial distribution function - 135 / weighted by relative van der Waals volumes,3D
RDF,RDF140v,Radial distribution function - 140 / weighted by relative van der Waals volumes,3D
RDF,RDF145v,Radial distribution function - 145 / weighted by relative van der Waals volumes,3D
RDF,RDF150v,Radial distribution function - 150 / weighted by relative van der Waals volumes,3D
RDF,RDF155v,Radial distribution function - 155 / weighted by relative van der Waals volumes,3D
RDF,RDF10e,Radial distribution function - 010 / weighted by relative Sanderson electronegativities,3D
RDF,RDF15e,Radial distribution function - 015 / weighted by relative Sanderson electronegativities,3D
RDF,RDF20e,Radial distribution function - 020 / weighted by relative Sanderson electronegativities,3D
RDF,RDF25e,Radial distribution function - 025 / weighted by relative Sanderson electronegativities,3D
RDF,RDF30e,Radial distribution function - 030 / weighted by relative Sanderson electronegativities,3D
RDF,RDF35e,Radial distribution function - 035 / weighted by relative Sanderson electronegativities,3D
RDF,RDF40e,Radial distribution function - 040 / weighted by relative Sanderson electronegativities,3D
RDF,RDF45e,Radial distribution function - 045 / weighted by relative Sanderson electronegativities,3D
RDF,RDF50e,Radial distribution function - 050 / weighted by relative Sanderson electronegativities,3D
RDF,RDF55e,Radial distribution function - 055 / weighted by relative Sanderson electronegativities,3D
RDF,RDF60e,Radial distribution function - 060 / weighted by relative Sanderson electronegativities,3D
RDF,RDF65e,Radial distribution function - 065 / weighted by relative Sanderson electronegativities,3D
RDF,RDF70e,Radial distribution function - 070 / weighted by relative Sanderson electronegativities,3D
RDF,RDF75e,Radial distribution function - 075 / weighted by relative Sanderson electronegativities,3D
RDF,RDF80e,Radial distribution function - 080 / weighted by relative Sanderson electronegativities,3D
RDF,RDF85e,Radial distribution function - 085 / weighted by relative Sanderson electronegativities,3D
RDF,RDF90e,Radial distribution function - 090 / weighted by relative Sanderson electronegativities,3D
RDF,RDF95e,Radial distribution function - 095 / weighted by relative Sanderson electronegativities,3D
RDF,RDF100e,Radial distribution function - 100 / weighted by relative Sanderson electronegativities,3D
RDF,RDF105e,Radial distribution function - 105 / weighted by relative Sanderson electronegativities,3D
RDF,RDF110e,Radial distribution function - 110 / weighted by relative Sanderson electronegativities,3D
RDF,RDF115e,Radial distribution function - 115 / weighted by relative Sanderson electronegativities,3D
RDF,RDF120e,Radial distribution function - 120 / weighted by relative Sanderson electronegativities,3D
RDF,RDF125e,Radial distribution function - 125 / weighted by relative Sanderson electronegativities,3D
RDF,RDF130e,Radial distribution function - 130 / weighted by relative Sanderson electronegativities,3D
RDF,RDF135e,Radial distribution function - 135 / weighted by relative Sanderson electronegativities,3D
RDF,RDF140e,Radial distribution function - 140 / weighted by relative Sanderson electronegativities,3D
RDF,RDF145e,Radial distribution function - 145 / weighted by relative Sanderson electronegativities,3D
RDF,RDF150e,Radial distribution function - 150 / weighted by relative Sanderson electronegativities,3D
RDF,RDF155e,Radial distribution function - 155 / weighted by relative Sanderson electronegativities,3D
RDF,RDF10p,Radial distribution function - 010 / weighted by relative polarizabilities,3D
RDF,RDF15p,Radial distribution function - 015 / weighted by relative polarizabilities,3D
RDF,RDF20p,Radial distribution function - 020 / weighted by relative polarizabilities,3D
RDF,RDF25p,Radial distribution function - 025 / weighted by relative polarizabilities,3D
RDF,RDF30p,Radial distribution function - 030 / weighted by relative polarizabilities,3D
RDF,RDF35p,Radial distribution function - 035 / weighted by relative polarizabilities,3D
RDF,RDF40p,Radial distribution function - 040 / weighted by relative polarizabilities,3D
RDF,RDF45p,Radial distribution function - 045 / weighted by relative polarizabilities,3D
RDF,RDF50p,Radial distribution function - 050 / weighted by relative polarizabilities,3D
RDF,RDF55p,Radial distribution function - 055 / weighted by relative polarizabilities,3D
RDF,RDF60p,Radial distribution function - 060 / weighted by relative polarizabilities,3D
RDF,RDF65p,Radial distribution function - 065 / weighted by relative polarizabilities,3D
RDF,RDF70p,Radial distribution function - 070 / weighted by relative polarizabilities,3D
RDF,RDF75p,Radial distribution function - 075 / weighted by relative polarizabilities,3D
RDF,RDF80p,Radial distribution function - 080 / weighted by relative polarizabilities,3D
RDF,RDF85p,Radial distribution function - 085 / weighted by relative polarizabilities,3D
RDF,RDF90p,Radial distribution function - 090 / weighted by relative polarizabilities,3D
RDF,RDF95p,Radial distribution function - 095 / weighted by relative polarizabilities,3D
RDF,RDF100p,Radial distribution function - 100 / weighted by relative polarizabilities,3D
RDF,RDF105p,Radial distribution function - 105 / weighted by relative polarizabilities,3D
RDF,RDF110p,Radial distribution function - 110 / weighted by relative polarizabilities,3D
RDF,RDF115p,Radial distribution function - 115 / weighted by relative polarizabilities,3D
RDF,RDF120p,Radial distribution function - 120 / weighted by relative polarizabilities,3D
RDF,RDF125p,Radial distribution function - 125 / weighted by relative polarizabilities,3D
RDF,RDF130p,Radial distribution function - 130 / weighted by relative polarizabilities,3D
RDF,RDF135p,Radial distribution function - 135 / weighted by relative polarizabilities,3D
RDF,RDF140p,Radial distribution function - 140 / weighted by relative polarizabilities,3D
RDF,RDF145p,Radial distribution function - 145 / weighted by relative polarizabilities,3D
RDF,RDF150p,Radial distribution function - 150 / weighted by relative polarizabilities,3D
RDF,RDF155p,Radial distribution function - 155 / weighted by relative polarizabilities,3D
RDF,RDF10i,Radial distribution function - 010 / weighted by relative first ionization potential,3D
RDF,RDF15i,Radial distribution function - 015 / weighted by relative first ionization potential,3D
RDF,RDF20i,Radial distribution function - 020 / weighted by relative first ionization potential,3D
RDF,RDF25i,Radial distribution function - 025 / weighted by relative first ionization potential,3D
RDF,RDF30i,Radial distribution function - 030 / weighted by relative first ionization potential,3D
RDF,RDF35i,Radial distribution function - 035 / weighted by relative first ionization potential,3D
RDF,RDF40i,Radial distribution function - 040 / weighted by relative first ionization potential,3D
RDF,RDF45i,Radial distribution function - 045 / weighted by relative first ionization potential,3D
RDF,RDF50i,Radial distribution function - 050 / weighted by relative first ionization potential,3D
RDF,RDF55i,Radial distribution function - 055 / weighted by relative first ionization potential,3D
RDF,RDF60i,Radial distribution function - 060 / weighted by relative first ionization potential,3D
RDF,RDF65i,Radial distribution function - 065 / weighted by relative first ionization potential,3D
RDF,RDF70i,Radial distribution function - 070 / weighted by relative first ionization potential,3D
RDF,RDF75i,Radial distribution function - 075 / weighted by relative first ionization potential,3D
RDF,RDF80i,Radial distribution function - 080 / weighted by relative first ionization potential,3D
RDF,RDF85i,Radial distribution function - 085 / weighted by relative first ionization potential,3D
RDF,RDF90i,Radial distribution function - 090 / weighted by relative first ionization potential,3D
RDF,RDF95i,Radial distribution function - 095 / weighted by relative first ionization potential,3D
RDF,RDF100i,Radial distribution function - 100 / weighted by relative first ionization potential,3D
RDF,RDF105i,Radial distribution function - 105 / weighted by relative first ionization potential,3D
RDF,RDF110i,Radial distribution function - 110 / weighted by relative first ionization potential,3D
RDF,RDF115i,Radial distribution function - 115 / weighted by relative first ionization potential,3D
RDF,RDF120i,Radial distribution function - 120 / weighted by relative first ionization potential,3D
RDF,RDF125i,Radial distribution function - 125 / weighted by relative first ionization potential,3D
RDF,RDF130i,Radial distribution function - 130 / weighted by relative first ionization potential,3D
RDF,RDF135i,Radial distribution function - 135 / weighted by relative first ionization potential,3D
RDF,RDF140i,Radial distribution function - 140 / weighted by relative first ionization potential,3D
RDF,RDF145i,Radial distribution function - 145 / weighted by relative first ionization potential,3D
RDF,RDF150i,Radial distribution function - 150 / weighted by relative first ionization potential,3D
RDF,RDF155i,Radial distribution function - 155 / weighted by relative first ionization potential,3D
RDF,RDF10s,Radial distribution function - 010 / weighted by relative I-state,3D
RDF,RDF15s,Radial distribution function - 015 / weighted by relative I-state,3D
RDF,RDF20s,Radial distribution function - 020 / weighted by relative I-state,3D
RDF,RDF25s,Radial distribution function - 025 / weighted by relative I-state,3D
RDF,RDF30s,Radial distribution function - 030 / weighted by relative I-state,3D
RDF,RDF35s,Radial distribution function - 035 / weighted by relative I-state,3D
RDF,RDF40s,Radial distribution function - 040 / weighted by relative I-state,3D
RDF,RDF45s,Radial distribution function - 045 / weighted by relative I-state,3D
RDF,RDF50s,Radial distribution function - 050 / weighted by relative I-state,3D
RDF,RDF55s,Radial distribution function - 055 / weighted by relative I-state,3D
RDF,RDF60s,Radial distribution function - 060 / weighted by relative I-state,3D
RDF,RDF65s,Radial distribution function - 065 / weighted by relative I-state,3D
RDF,RDF70s,Radial distribution function - 070 / weighted by relative I-state,3D
RDF,RDF75s,Radial distribution function - 075 / weighted by relative I-state,3D
RDF,RDF80s,Radial distribution function - 080 / weighted by relative I-state,3D
RDF,RDF85s,Radial distribution function - 085 / weighted by relative I-state,3D
RDF,RDF90s,Radial distribution function - 090 / weighted by relative I-state,3D
RDF,RDF95s,Radial distribution function - 095 / weighted by relative I-state,3D
RDF,RDF100s,Radial distribution function - 100 / weighted by relative I-state,3D
RDF,RDF105s,Radial distribution function - 105 / weighted by relative I-state,3D
RDF,RDF110s,Radial distribution function - 110 / weighted by relative I-state,3D
RDF,RDF115s,Radial distribution function - 115 / weighted by relative I-state,3D
RDF,RDF120s,Radial distribution function - 120 / weighted by relative I-state,3D
RDF,RDF125s,Radial distribution function - 125 / weighted by relative I-state,3D
RDF,RDF130s,Radial distribution function - 130 / weighted by relative I-state,3D
RDF,RDF135s,Radial distribution function - 135 / weighted by relative I-state,3D
RDF,RDF140s,Radial distribution function - 140 / weighted by relative I-state,3D
RDF,RDF145s,Radial distribution function - 145 / weighted by relative I-state,3D
RDF,RDF150s,Radial distribution function - 150 / weighted by relative I-state,3D
RDF,RDF155s,Radial distribution function - 155 / weighted by relative I-state,3D
WHIM,L1u,1st component size directional WHIM index / unweighted,3D
WHIM,L2u,2nd component size directional WHIM index / unweighted,3D
WHIM,L3u,3rd component size directional WHIM index / unweighted,3D
WHIM,P1u,1st component shape directional WHIM index / unweighted,3D
WHIM,P2u,2nd component shape directional WHIM index / unweighted,3D
WHIM,E1u,1st component accessibility directional WHIM index / unweighted,3D
WHIM,E2u,2nd component accessibility directional WHIM index / unweighted,3D
WHIM,E3u,3rd component accessibility directional WHIM index / unweighted,3D
WHIM,Tu,T total size index / unweighted,3D
WHIM,Au,A total size index / unweighted,3D
WHIM,Vu,V total size index / unweighted,3D
WHIM,Ku,K global shape index / unweighted,3D
WHIM,Du,D total accessibility index / unweighted,3D
WHIM,L1m,1st component size directional WHIM index / weighted by relative mass,3D
WHIM,L2m,2nd component size directional WHIM index / weighted by relative mass,3D
WHIM,L3m,3rd component size directional WHIM index / weighted by relative mass,3D
WHIM,P1m,1st component shape directional WHIM index / weighted by relative mass,3D
WHIM,P2m,2nd component shape directional WHIM index / weighted by relative mass,3D
WHIM,E1m,1st component accessibility directional WHIM index / weighted by relative mass,3D
WHIM,E2m,2nd component accessibility directional WHIM index / weighted by relative mass,3D
WHIM,E3m,3rd component accessibility directional WHIM index / weighted by relative mass,3D
WHIM,Tm,T total size index / weighted by relative mass,3D
WHIM,Am,A total size index / weighted by relative mass,3D
WHIM,Vm,V total size index / weighted by relative mass,3D
WHIM,Km,K global shape index / weighted by relative mass,3D
WHIM,Dm,D total accessibility index / weighted by relative mass,3D
WHIM,L1v,1st component size directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,L2v,2nd component size directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,L3v,3rd component size directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,P1v,1st component shape directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,P2v,2nd component shape directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,E1v,1st component accessibility directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,E2v,2nd component accessibility directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,E3v,3rd component accessibility directional WHIM index / weighted by relative van der Waals volumes,3D
WHIM,Tv,T total size index / weighted by relative van der Waals volumes,3D
WHIM,Av,A total size index / weighted by relative van der Waals volumes,3D
WHIM,Vv,V total size index / weighted by relative van der Waals volumes,3D
WHIM,Kv,K global shape index / weighted by relative van der Waals volumes,3D
WHIM,Dv,D total accessibility index / weighted by relative van der Waals volumes,3D
WHIM,L1e,1st component size directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,L2e,2nd component size directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,L3e,3rd component size directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,P1e,1st component shape directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,P2e,2nd component shape directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,E1e,1st component accessibility directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,E2e,2nd component accessibility directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,E3e,3rd component accessibility directional WHIM index / weighted by relative Sanderson electronegativities,3D
WHIM,Te,T total size index / weighted by relative Sanderson electronegativities,3D
WHIM,Ae,A total size index / weighted by relative Sanderson electronegativities,3D
WHIM,Ve,V total size index / weighted by relative Sanderson electronegativities,3D
WHIM,Ke,K global shape index / weighted by relative Sanderson electronegativities,3D
WHIM,De,D total accessibility index / weighted by relative Sanderson electronegativities,3D
WHIM,L1p,1st component size directional WHIM index / weighted by relative polarizabilities,3D
WHIM,L2p,2nd component size directional WHIM index / weighted by relative polarizabilities,3D
WHIM,L3p,3rd component size directional WHIM index / weighted by relative polarizabilities,3D
WHIM,P1p,1st component shape directional WHIM index / weighted by relative polarizabilities,3D
WHIM,P2p,2nd component shape directional WHIM index / weighted by relative polarizabilities,3D
WHIM,E1p,1st component accessibility directional WHIM index / weighted by relative polarizabilities,3D
WHIM,E2p,2nd component accessibility directional WHIM index / weighted by relative polarizabilities,3D
WHIM,E3p,3rd component accessibility directional WHIM index / weighted by relative polarizabilities,3D
WHIM,Tp,T total size index / weighted by relative polarizabilities,3D
WHIM,Ap,A total size index / weighted by relative polarizabilities,3D
WHIM,Vp,V total size index / weighted by relative polarizabilities,3D
WHIM,Kp,K global shape index / weighted by relative polarizabilities,3D
WHIM,Dp,D total accessibility index / weighted by relative polarizabilities,3D
WHIM,L1i,1st component size directional WHIM index / weighted by relative first ionization potential,3D
WHIM,L2i,2nd component size directional WHIM index / weighted by relative first ionization potential,3D
WHIM,L3i,3rd component size directional WHIM index / weighted by relative first ionization potential,3D
WHIM,P1i,1st component shape directional WHIM index / weighted by relative first ionization potential,3D
WHIM,P2i,2nd component shape directional WHIM index / weighted by relative first ionization potential,3D
WHIM,E1i,1st component accessibility directional WHIM index / weighted by relative first ionization potential,3D
WHIM,E2i,2nd component accessibility directional WHIM index / weighted by relative first ionization potential,3D
WHIM,E3i,3rd component accessibility directional WHIM index / weighted by relative first ionization potential,3D
WHIM,Ti,T total size index / weighted by relative first ionization potential,3D
WHIM,Ai,A total size index / weighted by relative first ionization potential,3D
WHIM,Vi,V total size index / weighted by relative first ionization potential,3D
WHIM,Ki,K global shape index / weighted by relative first ionization potential,3D
WHIM,Di,D total accessibility index / weighted by relative first ionization potential,3D
WHIM,L1s,1st component size directional WHIM index / weighted by relative I-state,3D
WHIM,L2s,2nd component size directional WHIM index / weighted by relative I-state,3D
WHIM,L3s,3rd component size directional WHIM index / weighted by relative I-state,3D
WHIM,P1s,1st component shape directional WHIM index / weighted by relative I-state,3D
WHIM,P2s,2nd component shape directional WHIM index / weighted by relative I-state,3D
WHIM,E1s,1st component accessibility directional WHIM index / weighted by relative I-state,3D
WHIM,E2s,2nd component accessibility directional WHIM index / weighted by relative I-state,3D
WHIM,E3s,3rd component accessibility directional WHIM index / weighted by relative I-state,3D
WHIM,Ts,T total size index / weighted by relative I-state,3D
WHIM,As,A total size index / weighted by relative I-state,3D
WHIM,Vs,V total size index / weighted by relative I-state,3D
WHIM,Ks,K global shape index / weighted by relative I-state,3D
WHIM,Ds,D total accessibility index / weighted by relative I-state,3D
